"ACCOUNT","ACCR_CATEG","QUESTION_LABEL","RESPONSE_2015","RESPONSE_2014","RESPONSE_2013","AVG_2015","AVG_2014","AVG_2013"
"Arizona","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","6","8","10",8.74,9.53,12.39
"Arizona","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","3","3","3",9.63,8.54,10.18
"Arizona","Examination Information","Bank Exams: Number of State Only Independent Examinations","0","0","3",24,25.16,25.84
"Arizona","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Arizona","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Arizona","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",1.38,2.04,2.88
"Arizona","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",1.95,2.86,3.79
"Arizona","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Arizona","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Arizona","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","3","4","5",9.5,13.43,16.5
"Arizona","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","4","5","8",12.75,16.95,22.5
"Arizona","Examination Information","Number of 4 and 5 rated banks (End of Year)","1","1","1",2.3,4.05,5.66
"Arizona","Examination Information","Number of 4 and 5 rated banks (Start of Year)","1","1","5",4.09,6.14,8.27
"Arizona","Examination Information","Number of failed institutions","0","0","3",0.13,0.14,0.3
"Arizona","Examination Information","Total Number of Examinations -- Total","9","11","16",42.46,43.3,48.98
"Arizona","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Arizona","Report Turnaround Information","Turnaround time (days): Independent Examinations","0","0","0",31.42,29.88,29.88
"Arizona","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","55","55",19.27,27.1,27.1
"Arizona","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","0","66","66",39.98,38.04,38.04
"Arizona","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","0","58","58",35.7,44.02,44.02
"Arizona","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Arizona","Specialty Exams Information","BSA Exams: Number of Independent Examinations","3","4","3",23.55,27.66,25.89
"Arizona","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","9","11","13",17,17.79,19.57
"Arizona","Specialty Exams Information","BSA Exams: Total Number of Examinations","12","15","16",40.53,45.39,46.33
"Arizona","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Arizona","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",9.96,10.77,12.46
"Arizona","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",1.59,1.7,3.2
"Arizona","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","0","0",11.35,12.39,15.84
"Arizona","Specialty Exams Information","Compliance Exams: Total Number of Examinations","0","0","0",43.58,42.79,47.21
"Arizona","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","No","No","No",0.64,0.58,0.58
"Arizona","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","Yes","Yes","No",0.56,0.58,0.52
"Arizona","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","3","3","3",4.75,4.75,4.2
"Arizona","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Arizona","Specialty Exams Information","Number of Joint IT Examinations -- Total","3","0","0",11.91,10.16,11.68
"Arizona","Specialty Exams Information","Number of State Only Independent IT Examinations","0","0","0",18.32,18.77,0
"Arizona","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","0",0,0,18.05
"Arizona","Specialty Exams Information","Report Average Turnaround Time in Days","45","45","45",27.63,27.63,24.64
"Arizona","Specialty Exams Information","Total Number of IT Examinations -- Total","3","0","0",30.53,29.96,31.77
"Arizona","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",1.59,0,0
"Arizona","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",1.69,0,0
"Arizona","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Arizona","Workforce Information","FTE Actually Allocated: IS Examiners","0","0","0",1.41,0,0
"Arizona","Workforce Information","FTE Actually Allocated: Other Examiners","0","0","0",4.33,0,0
"Arizona","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","10","0","0",33.94,0,0
"Arizona","Workforce Information","FTE Actually Allocated: Trust Examiners","0","0","0",1.55,0,0
"Arizona","Workforce Information","Other Cross-Trained: BSA Examiners","4","0","0",14.73,0,0
"Arizona","Workforce Information","Other Cross-Trained: Compliance Examiners","2","0","0",1.1,0,0
"Arizona","Workforce Information","Other Cross-Trained: Holding Company Examiners","2","0","0",5.71,0,0
"Arizona","Workforce Information","Other Cross-Trained: IS Examiners","2","0","0",4.1,0,0
"Arizona","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Arizona","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","0","0","0",3.53,0,0
"Arizona","Workforce Information","Other Cross-Trained: Trust Examiners","3","0","0",3.37,0,0
"Arizona","Turnover Information","Examiner Turnover %","30","20","0",14.02,11.63,11.62
"Arizona","Turnover Information","Reason: Death","0","0","0",0.04,0.04,0.11
"Arizona","Turnover Information","Reason: Other","0","1","0",0.12,0.27,0.34
"Arizona","Turnover Information","Reason: Promotion to Office","0","0","0",0.17,0.16,0.05
"Arizona","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","1","0","0",0.94,0.84,0.89
"Arizona","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","1","0","0",0.6,0.33,0.4
"Arizona","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0.42,0.47,0.65
"Arizona","Turnover Information","Reason: Resignation with no reason given","0","0","0",0.75,0.69,0.42
"Arizona","Turnover Information","Reason: Retirement","0","1","0",1.17,1.45,0.89
"Arizona","Turnover Information","Reason: Termination","0","0","0",0.29,0.33,0.35
"Arizona","Turnover Information","Reason: Transfer to work with other State Agency","1","0","0",0.29,0.16,0.2
"Arizona","Turnover Information","Total Number of Examiners","10","10","10",41.75,49.16,40.96
"Arizona","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","1","4","1",8.67,10.27,6.16
"Arizona","Years of Service","Number of Examiners: Experience <2 Yrs","5","2","4",8.02,10.05,7.05
"Arizona","Years of Service","Number of Examiners: Experience > 25 Yrs","2","0","0",5.4,5.71,5.25
"Arizona","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","0","2","2",6.77,7.64,7.96
"Arizona","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","2","2","3",13.88,15.27,15.39
"Arizona","Years of Service","Total Number of Examiners","10","10","10",41.75,49.16,40.96
"Arkansas SBD","General Agency Information","Credit Card Banks -- Authority to Supervise","No","No","No",0.52,0.52,0.51
"Arkansas SBD","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0,0,0.16
"Arkansas SBD","General Agency Information","Credit Unions -- Authority to Supervise","No","No","No",0.33,0.33,0.33
"Arkansas SBD","General Agency Information","Credit Unions: Number Superviseded","0","0","0",0,0,0
"Arkansas SBD","General Agency Information","Does your department currently have a fee sharing agreement with another state?","Yes","Yes","Yes",0.3,0.3,0.3
"Arkansas SBD","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Arkansas SBD","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",0,0,0
"Arkansas SBD","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,0,0
"Arkansas SBD","General Agency Information","Is any part of your examination staff unionized?","No","No","No",0.63,0.63,0.63
"Arkansas SBD","General Agency Information","Is your department independent, or part of a larger agency?","Independent","Independent","Independent",0.4,0.4,0.41
"Arkansas SBD","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.57,0.57,0.59
"Arkansas SBD","General Agency Information","One Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.64,0.64,0.64
"Arkansas SBD","Budget Information","Actual Expenditures","7828253","8362657","8092007",11851967,11071164,9704831
"Arkansas SBD","Budget Information","Amount Allocated to Commercial Bank Supervision","4752302","4549979","4713895",4837836,5336813,4979506
"Arkansas SBD","Budget Information","Amount Returned to General Fund","0","0","0",83398256,10574719,10546900
"Arkansas SBD","Budget Information","Budgeted Training Expense","320880","300000","300000",159087,165044,154024
"Arkansas SBD","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Arkansas SBD","Budget Information","Does your department charge an hourly bank examination fee?","No","No","No",0.59,0.56,0.5
"Arkansas SBD","Budget Information","Hourly Fee","0","0","0",0,0,30
"Arkansas SBD","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,49
"Arkansas SBD","Budget Information","Total Budget Approved","9312882","9013210","8998073",12759425,13042590,12791104
"Arkansas SBD","Sources of Funding","Insurance","0.0","0.0","0.0",0.76,0.82,0.82
"Arkansas SBD","Sources of Funding","Insured Depositories Below $10 Billion","82.0","82.0","83.0",39.68,42.14,40.92
"Arkansas SBD","Sources of Funding","Insured Depositories Over $10 Billion","18.0","18.0","17.0",9.76,9.07,10.81
"Arkansas SBD","Sources of Funding","Securities","0.0","0.0","0.0",7.46,8.41,7.04
"Arkansas SBD","Sources of Funding","State-Licensed Mortgage Providers","0.0","0.0","0.0",11.51,11.89,11.4
"Arkansas SBD","Depository Information","Commercial Banks: Number Supervised","82","83","91",80.3,83.54,86.09
"Arkansas SBD","Depository Information","Commercial Banks: Total Assets","59334008000","52408757000","50242331000",78498824339,68136896978,68383944036
"Arkansas SBD","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",0,0,0
"Arkansas SBD","Depository Information","Non-depository Trust Companies: Number Supervised","1","1","2",7.41,7.22,7.2
"Arkansas SBD","Depository Information","Non-depository Trust Companies: Total Assets","292650243","303255660","395113000",33944527933,50384474720,671011628226
"Arkansas SBD","Depository Information","Savings Banks/Savings and Loans: Number Supervised","0","0","0",0,0,0
"Arkansas SBD","Depository Information","Total Assets (if supervised): Savings Banks","0","0","0",7960427954,7407111029,0
"Arkansas SBD","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","1","2","0",0.13,0.26,0
"Arkansas SBD","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Arkansas SBD","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","1","1","0",0.44,0.6,0.61
"Arkansas SBD","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Arkansas SBD","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0.54,0.23,0.27
"Arkansas SBD","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Arkansas SBD","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Arkansas SBD","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Arkansas SBD","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Arkansas SBD","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","10","13","10",8.74,9.53,12.39
"Arkansas SBD","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","11","4","11",9.63,8.54,10.18
"Arkansas SBD","Examination Information","Bank Exams: Number of State Only Independent Examinations","20","29","33",24,25.16,25.84
"Arkansas SBD","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
